HV_set (V),HV_rdb (V), HV_err (V),VsCH_13 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_13 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A)
35.0,34.387,0.00730,3.63867e+01,3.63872e+01,3.63870e+01,3.63868e+01,4.88924e-09,-2.93718e-09,2.86433e-10,3.08454e-09
35.5,34.8919,0.00440,3.68919e+01,3.68919e+01,3.68914e+01,3.68919e+01,3.70873e-10,3.84119e-10,8.95229e-09,-5.94391e-10
36.0,35.3985,0.00485,3.73982e+01,3.73986e+01,3.73984e+01,3.73984e+01,4.88096e-09,-9.45396e-10,2.21199e-09,2.46035e-09
36.5,35.9023,0.00435,3.79021e+01,3.79022e+01,3.79024e+01,3.79022e+01,3.01169e-09,1.09606e-09,-2.20537e-09,1.49674e-09
37.0,36.408,0.00460,3.84079e+01,3.84077e+01,3.84079e+01,3.84086e+01,2.04311e-09,4.66241e-09,8.41088e-10,-9.35958e-09
37.5,36.9125,0.00325,3.89125e+01,3.89121e+01,3.89122e+01,3.89123e+01,-6.40750e-10,6.89924e-09,4.86275e-09,3.80807e-09
38.0,37.4187,0.00590,3.94167e+01,3.94171e+01,3.94171e+01,3.94173e+01,3.35293e-08,2.65191e-08,2.73933e-08,2.31481e-08
38.5,37.9233,0.00490,3.99191e+01,3.99186e+01,3.99194e+01,3.99192e+01,7.03418e-08,7.85043e-08,6.49873e-08,6.82755e-08
39.0,38.4276,0.00480,4.04203e+01,4.04192e+01,4.04205e+01,4.04197e+01,1.21274e-07,1.40849e-07,1.18689e-07,1.31498e-07
39.5,38.933,0.00525,4.09212e+01,4.09201e+01,4.09216e+01,4.09213e+01,1.96876e-07,2.14448e-07,1.90720e-07,1.95071e-07
40.0,39.4371,0.00360,4.14199e+01,4.14176e+01,4.14202e+01,4.14195e+01,2.87003e-07,3.24907e-07,2.82165e-07,2.94207e-07
40.5,39.9408,0.00370,4.19167e+01,4.19136e+01,4.19169e+01,4.19159e+01,4.01196e-07,4.53507e-07,3.98002e-07,4.15372e-07
41.0,40.4464,0.00475,4.24128e+01,4.24092e+01,4.24133e+01,4.24127e+01,5.59535e-07,6.20522e-07,5.52254e-07,5.62448e-07
41.5,40.9513,0.00310,4.29058e+01,4.29003e+01,4.29062e+01,4.29057e+01,7.59055e-07,8.50317e-07,7.52515e-07,7.60128e-07
42.0,41.4561,0.00325,4.33951e+01,4.33875e+01,4.33943e+01,4.33948e+01,1.01718e-06,1.14390e-06,1.02988e-06,1.02120e-06
42.5,41.962,0.00550,4.38803e+01,4.38692e+01,4.38811e+01,4.38801e+01,1.36269e-06,1.54667e-06,1.34914e-06,1.36593e-06
43.0,42.4643,0.00280,4.43547e+01,4.43411e+01,4.43543e+01,4.43562e+01,1.82660e-06,2.05376e-06,1.83353e-06,1.80147e-06
43.5,42.9682,0.00215,4.48210e+01,4.48019e+01,4.48184e+01,4.48228e+01,2.45401e-06,2.77210e-06,2.49702e-06,2.42474e-06
44.0,43.4723,0.00310,4.52724e+01,4.52461e+01,4.52658e+01,4.52717e+01,3.33230e-06,3.77024e-06,3.44246e-06,3.34463e-06
44.5,43.9805,0.00665,4.57011e+01,4.56625e+01,4.56939e+01,4.57032e+01,4.65701e-06,5.30064e-06,4.77815e-06,4.62233e-06
45.0,44.484,0.00390,4.60923e+01,4.60406e+01,4.60701e+01,4.60996e+01,6.53064e-06,7.39112e-06,6.90086e-06,6.40756e-06
